,CleanedText,Type,Rating
14,we have been customers for many years phone line and broadband and decided to give the tv a go was with sky what a nightmare we stated we wanted everything sports movies hd etc and got a fixed price which we was happy with the following weeks was told we was under charged and after phone wrangling we got what we agreed on months later we decided to go back to sky gave them the acquired notice services being turned off on aug july turned the tv and phone line off phoned them to ask why they didnt know why said they could not put it back on till the morning but could of done it there and then if we entered another months contract its now been nearly hours and still no tv or phone line even though we have paid up i know there are some very incompetent companys in this world didnt think virgin media would be in the top id advise not going with this company why we have no tv we do have a error msg bouncing around the screen so we cant even watch terrestrial channels customer service was and still is dreadful and embarrassing but a mention to manager angie who was nice and tried her best to resolve it but to no avail she can hold her head up high we going back to sky but really shouldnt of left them in st place,Bad,1.0
15,absolutely rubbish been with them years and today got pushed from pillar to postthe majority of the staff cant be bothered leave u on hold till eventually the line goes dead some r abrupt and dont really been loyal to vodafone for a long time but i will never renew my contract again until they sort their staff out feel sorry for the wonderful staff dragged down by others,Bad,1.0
16,took advantage of black friday deal gb plan per month i was put on a a month tariff gb data my first direct debit was i have been trying to sort this and get my bills corrected since nov months now to date i have sent several emails over hours of call time to being a disabled user i have emailed the disabled team who have just ignored me used resolver to submit a claim and been stood in a store for hour it took one month for someone to adjust my line rental to per month and i am awaiting a refund of at request i cancelled the dd they keep admitting its their error but fail to credit me the all they keep doing is telling me its with the priority resolution team who seem to have been working on it for over a month and i have no billing profile they refuse to answer emails only phone me to tell me no progress has been made they are working on it i will be credited soon no one knows when though because of the constant bs i am now recording all their i cancelled the dd i cant afford a month i sent x cheques in the post for recorded delivery to cover three months because the dd was cancelled however i have twice in the last week had my services terminated due to non payment all they do is harass me to pay their bill and now my next bill is but i cant see what for i have previously made vodafone aware i am a disabled user who is reliant upon gps and sometimes have to contact my partner to come and get me and use location services any person who comes across me will just think i am extremely drunk i am not i have me and fms and when i am start to feel poorly i whats app my partner my location vodafone know this and do not care they keep terminating my service over their error in doing so vodafone are effectively compromising my safety as i said most people will just think me drunk except crossing roads becomes a game of chicken when you cant time my service is terminated it is restored upon me phoning but it is unacceptable to penalise the customer so over a vodafone know mistakes happen but all i wanted wasa reduce my plan to a month which is the contract i signed this took over a refund me the due to me being on the wrong that is too difficult for their priority resolution team and i will never use vodafone services again,Bad,1.0
17,ee is rubbish customer service is unheard of take money from you account and wont give it back for days when you spend to hours to talk to them they have attitude and the most unhelpful people i have dealt with,Bad,1.0
18,rang customer service on sunday at am on absolutely rude having problems with my sim dosent activate cant help at all hanged up on me twice would not recommend at all,Bad,1.0
19,im on fiber and i suppose to have but its down around mbps and upload spoke with them i try to explain they hiding under the pillow with rubbish explanations useless service the worst in the uk,Bad,1.0
20,the worse organisation to get through to anyone to sort the issue at hand you constantly get passed from one dept to another to no avail and have to repeat the reasons for calling each time which is time consuming and exhausting and not to mention the security check each time i was transferred to four different departments and despite promising to refund the money taken from my account which i consider a form of theft by tt i have not received this i am just waiting for the contract to end and i will gladly leave them it has cost me an extortionate amount in phone bills each time i have had to call tt as they fail to resolve the problem no one really seems to know the protocol and you are told differently each time which is frustrating and stressful,Bad,1.0
21,stars if we could i so wish that we had read all these reviews before signing up with bt do not sign up with bt th sept to get internet hooked up appointments made to drop off modem and do the work to be completed by th sept it is now th of october and still no internet even though on the bt app it said the appointment was confirmed my partner still called the day before on the th to confirm the appointment was going ahead bt confirmed the engineer would be arriving on the th however noone showed up to the appointment and bt did not tell us that noone would be attending we called bt and asked what happened they said more work needs to be done and apologised that no engineer arrived and they can book another one in they made another appointment for the th and assured that the visit was confirmed again we made sure one of us was home however again noone showed up we called them and they didnt even have the appointment booked in the system they said that there must have been a miscommunication as on the bt system there was an appointment made for the weekend they apologised and said they would send someone on the weekend which was inconvenient for us as we were going to be in and out of the apartment doesnt matter because again noone showed up made an appointment for the week after technician showed up did whatever work said it should all be working min after he left nothing called bt again they said leave it till midnight woke up next morning nothing working made another appointment noone showed up kept telling operator that all we could be guaranteed was that noone would show made another appointment for earlier this week noone showed up spoke to a manager who said they would call back after they sorted something out noone called us back we had to call again and make another appointment for today again noone showed up even though we had confirmation after confirmation verbal and via text it also said in their system that todays visit was complete had to call again and we were told that the booking hadnt even been made in their system again they are lucky my partner is super patient in the way that he speaks to them how ridiculously incompetent can they be that they can say almost every time sorry something must have gone wrong with your booking and then they book another one to try and fix it and noone ever comes all they can say to try and fix things is we can make you another appointment wait till pm for the technician to come wait till midnight for the hub to work and nothing happens and the problem is still there we have had to make sure on every day that someone is home so that they can come and try fix the problem and we have spent countless hours on their online chat and on the phone to them to get more and more failed appointments cant wait till after weeks and we can complain to the ombudsman however hopefully it will just be up and running by then but judging by other reviews it seems the difficulties and billing problems may just come after,Bad,1.0
22,worst company ever one of the employee from the brixton store upgraded my contract and ordered the new iphone for a man who walked in from the street and claimed that hes my husband data customer they dont want to anything about this they are just apologising but that not good enough they know who the person was and they dont take it even to the police if you dont want head ache never get involved with ee,Bad,1.0
23,appalling service at every consistently cut out throughout our month contract and the customers service response to this was practically a also very charged us for the cooling off month when we notified them that we were not renewing our contract before thisi would discourage anybody from using virgin broadband or tv,Bad,1.0
24,i moved to madrid and it turns out that with everything going on my girlfriend forgot to cancel i received an email saying that my balance was overdue i called to clear up the misunderstanding was on hold for min and they said sorry computer says no and that unless i paid they would just keep it going until a debt collector got involved i explained that i have my own policy of not paying good money for nothing this didnt fly i explained that they can see from my bandwidth use that i havent used the internet and they arent loosing out and that i would be willing to pay for any administration costs that might have cost them but they just said no i offered to pay per month and they said no because my account is restricted so despite knowing that im not even in the country any longer they cant cancel the service,Bad,1.0
25,at least once every day signals just randomly go and nothings works for atleast mints,Bad,1.0
26,paying for super max fibre but receiving speeds nowhere close to what is and support hiding behind pandemic when there is no longer an excuse for poor support,Bad,1.0
27,there is a very bad wifi connection very poor signals even if i am in the same room as the router i get less than mbps speed and you promised a mbps speed now i am thinking to leave virgin media,Bad,1.0
28,absolutely rubbish company after years of poor service questions about the account resulting in a negative impact on the credit file even though it had nothing to do with it the hacks because they failed to secure peoples data so now that is forever causing issues the delusional belief that being told to end the contract at the end of its fixed term simply means denying it was ever said because they didnt keep a record and then billing for months and demanding another months notice when they were not even physically connected to the property now a final insult because they have filed a negative status on the credit file for none payment of a debt that should never have existed if they had complied with my legally binding instruction and for which i have never been sent a final bill they have the address but it is easier to make trash customers suffer for not worshipping the mighty people are fraudsters and if you are with them and are at the end of your contract i suggest you get your solicitor to send the termination notice otherwise they will just deny any knowledge of you telling advice avoiding like the plague they do not care about reviews not customers there are lots more companies that are better and none reply on here says everything they concern about what they did and now my credit file has dropped more than because i only paid them for two months after they cancelled the broadband but refused to do soi have complained and even though the account was paid as soon as i found out and they said it wouldnt affect my credit file because it has been paid in full a few days later they have told the credit reference company that i am four months in i am supposed to check an account that they should have month i am certain that i will be in default because they just keep for the sake of that was paid but the amount of damage they have caused to our lives over the years showing total contempt is absolutely despicable,Bad,1.0
29,everything is good when you are a new customer and have just signed up and then it get progressively worse until you have to threaten to leave not to mention constant outages poor customer service everything is in india now and everything else is an automated robot that provides the info really dissapointed so we are leaving,Bad,1.0
30,unfortunately we were forced to cancel our contract with sky due to an oak tree in the new back garden following a home move and decided give virgin a go as the previous homeowner was a customer we signed up with them last thursday and have promptly made the decision to cancel a few days later prior to any services engineer visit and goods being taken out my social media accounts have been promoting the company since looking into their deals and i have seen nothing but absolutely horror stories with trustpilot proving just how bad the service and products could have little customer service experience we received from them was abysmal when trying to cancel via their team we waited for over an hour to speak to someone and when we did they were completely reluctant to accept our cancellation request despite the day cooling off cancellation period after times of requesting this the adviser finally accepted that they could not retain our order and suggested that an email would be received to confirm the cancellation they were asked to make sure this was sent and to the correct email address and wed spent a long time getting through to have yet to receive any correspondence and i have the awful feeling that even though numerous new customers have had an engineer booked but failed to arrive there will be one turning up on our doorstep for the original installation date anyway they come across as that to have left sky,Bad,1.0
31,signed up for a package that was due to be installed tomorrow after not recieving any further confirmation emails i decided to call to check this was still happening after finally managing to get through to someone i was told there had been an issue with the order and that it hadnt gone through and i was never told or contacted the man on the phone although helpful was not able to give me my original deal so i am now having to pay more than i was originally told and on top of that i am now having to wait an extra month for installation which means the flat i am currently paying for is unbelievable as i need internet access to work and i work from home,Bad,1.0
32,i signed up for a mb package and am only getting mb not what i was told when i signed up for the new contract very unhappy,Bad,1.0
33,worst customer service staff dont have the knowledge to fix my issue and every time i have been promised that someone from talk talk will call me back but it never that happens,Bad,1.0
34,i have felt continually conned by virgin media they offered a free trial for either sports or movies and i said i didnt want either but said i had to pick so said sports i have never used this service but they starting charging a month for it ive tried to cancel and get a refund and was charged for the privilege of a call with their customer services ive complained and they wont respond i still get called up frequently offering additional features to my package but no one will help me so im looking into taking legal action its an absolute disgrace and i would recommend everyone to avoid their services,Bad,1.0
35,website is a throwback to aol days if you dont mind seeing spinning wheels and slow interface connections then this is the site for for my pdfs to be sent via email because they wouldnt download but no they can only send them in the soon as i can switch i will no wonder they were hacked the tech they use must be years old,Bad,1.0
36,i do not had a rolling contract unlimited everything and as it turned out the internet is limited after exceeding g it slows down and then turns off the internet completely and the phone support service rudely lies that everything is fine with them something must be wrong with the phone i do not recommend,Bad,1.0
37,support is useless wastes clients time doesnt help much with contract cancellation its just not possible ignores the main context from emails delays time to charge for contract termination,Bad,1.0
38,they are so so poor customer service is awful and will make you pull your hair moved two of my four phones to ee and their service is so much better for anyone considering moving to vodafone i urge you not to do it,Bad,1.0
39,expensive,Bad,1.0
40,flexibility care for each ones situation and customer satisfaction does not seem to interest ee uk their customer service is terrible they arent committed to make the customer happy but to ensure that the customer pays terrible terrible experience never again,Bad,1.0
41,one star for the broadband which is service is a joke ive spent hours waiting for live chat whatsapp messages and on simply want to renew my contract how hard can that be when you do speak to one of the foreign call centres i get a fantastic offer of off my been a virgin customer since the early days no more much better deals response from virgin below standard script read my review i have spent hours waiting on the phone why would i call you up again,Bad,1.0
42,would give it stars is possible terrible broadband and service dont fix faults then tell you they have i could write a book on the faults ive had with bt in years writing this to help people avoid this mess which is bt ee probably no better as same dont sort it out though david that is the problem your ratings say it all,Bad,1.0
43,shocking customer service still trying to make contact with them after months they say they cant get hold of me despite me having virgin landlines and a virgin mobile phone contract the company is a joke and currently using coved as an excuse for poor customer service i waited over an hour to speak to someone only then to be cut off i will be leaving as soon as my contracted period is up,Bad,1.0
44,i was offered a broadband speed boost for extra gbp per month my current faster fiber plan has a speed of mbps the agent said the boost will offer speeds upto mbps see response you for your patience i have looked at your account and you can get a speed boost for it increases maximum download speed from mb up to mb subject to line characteristics for faster fibre i agreed and asked the boost to be applied to my account she contradicted her earlier said the boost on the line will give upto obviously declined the offer complete wastage of time very dissapointed,Bad,1.0
45,weeks still waiting for the manager to call me from my complaint i made this company is unreal,Bad,1.0
46,ive spent far too many hours on the phone to customer services trying to simply get my bills put right constantly over charged today i get my bill via email but cant view it online it looks like their system is down when i eventually get to speak with them again armed with my full i will demand to speak with management which has been refused in the past and be asking for my puk code ive been with them since now ive had enough im leaving,Bad,1.0
47,decided to switch from sky to virgin as virgin where the only company that could offer me above mbps speeds virgin offering mbps after completing my order and being given an install date of the th september i was texted by them on the th so say they have to move my install to the rd september as my sky broadband was set to end on the th this would of left me with no broadband in the house after phoning and getting passed to different people all who were not helpful they charged my date to the th september and credited my account as ive had to buy a mobile broadband dongle as i write this its on the th i received a text message from virgin at to say theyve not got to move my instal date to the th october with no warning who even does that i will be cancelling first thing in the morning and going back to sky who have just advised online that they can reactivate my broadband for the st september what a joke of a company,Bad,1.0
48,unnecessary given said that when changed over to digital voice my panasonic quad digital phones would not work unless i purchased adapters at each i opted for their offer of getting free phone and paying for second one as it was by far the cheaper option bt changed me over to digital voice this morning plugged my panasonic base station into the hub as per instructions given and found base station and the phones in other rooms all worked the digital voice phones bought are very good but would not have purchase had i known then what i know now,Bad,1.0
49,just left ee after being a customer since when i first got internet back then it was known as orange loyalty definitely doesnt pay with this company over charged me for last months when i complained they said they couldnt do anything about it told them i was leaving they werent bothered and told me it will take a week to remove their equipment from my line until then i cant have internet with another company absolutely shocking,Bad,1.0
50,stay away from if value good service they have managed to lose my phone number that i was transferring over to cancelled my contract and instructed them not to transfer my number within seven days of taking out a contract with all okay they said thats fine then next day they went ahead and cancelled my contract with my old provider and also took my number at the same time cancelling my contract with them left with no new contact or phone or my old number which i have had for years everyday for the last days i have been calling for a cant leave because i have to wait for my number to be found so forced to stay with they cant answer your questions they cut you off then you call back and wait an hour or so for someone to stress and frustration that have caused me is away if value good servicei am still waiting,Bad,1.0
51,been overcharged more than double my agreed monthly contract charge and after a lengthy phone call being passed from pillar to post i am still no further ahead overdrawn and incurring daily charges with my bank not happy i am still awaiting return call from a manager i doubt will ever come,Bad,1.0
52,i signed a contract with virgin media in april after two emails to the ceo i eventually got the outside construction work completed at the end of october when i signed the contract i was told that the cable would have to go all the way through my terraced house as the installers where not allowed over ft if i wanted over the roof it was my responsibility to organise it as i had a friend who was a roofer it was not a problem but he has now retired damien from the ceos office said as i was a disabled pensioner he would arrange it but the salesman has told me that the ceos office did not deal with the real world and that was complete rubbish it was down to me and i am not prepared to pay out to have it done he got quite cross with me and i will not sign the new e i had never ever approached virgin if this is what they are like before you become a paying customer heaven knows what they will be like if i ever joined if you live in a terraced house and want virgin the cable has to go right through the house on the walls think befor you jump,Bad,1.0
53,didnt give me pound cash back promised when i signed up with them caused my dd to fail then charged me a fee for that lied about guaranteeing next day delivery of modem when signed up despite explaining that i would have to make alternative arrangements for work if they couldnt then virgin attempted to blame virgins delivery partner and accuse them of lying when they explained that they had not received a package to be picked up from virgin yet the delivery note showed when it was picked up the following day making it clear that the customer service representative was flat out lying to me and about the delivery partner in terms of service customer service dont offer solutions or take accountability for their errors of which there are many internet service becomes weak in the middle of zoom teams calls rather embarrassingly i cannot recommend alternative isps more go with bt i know i wish i did,Bad,1.0
54,majorly overpriced customer service is terrible promise you one thing and completely do the other cant wait for my contract to finish,Bad,1.0
55,what do you call a bunch of engineers that are totally useless bt me start from the was with for a good years before they started treating me with contempt by ignoring my repeated plea to repair or at least look into their networks after they just allowed it to degrade since the first lockdown it got to the point where my connection was dropping at least once a day i gave them chance after chance and even had to raise a complaint to them and ofcom to get them to acknowledge a fault but had decided id finally had enough when i frustratingly received a your bills will be increasing by a month letter yeah i dont think i signed up to broadband which included the fibre installation by bt for a really good price part of the reason i was very reluctant to make this move earlier is because i knew that bt would be involved to some extent and having the misfortune of dealing with them and their bs in the past i didnt want to cause myself any unnecessary stress usually with bt you can can guarantee something will go wrong whenever theyre involved and its absolutely no different here just like it has been with all of the negative reviewers on weeks prior to the installation and activation i had yes a total of bt vans arrive outside my house to do an unscheduled inspection with each van carrying engineers apparently not a single one of them thought that wearing a mask was important but yeah so a couple of them went to the telegraph pole and and spent a few minutes hovering around laughing and joking and came back to me with the yeah everythings fine mate line and that it was going to be a straight forward forward weeks i had their partners kelly communications finish the internal install and try to hook up the fibre line from the pole but unable to because they couldnt see a light from on top of the pole and its something to do with the fibre splitters underground that only can resolve this was days ago since then weve had no updates from bt when the issue will be resolved or why this happened in the first place even though we were visited by of their engineers for this exact very reason and none of them thought to actually make sure that there were going to be no issues with the to ofcom doesnt do any good either theyre just a useless powerless entity who want to feel like theyre in charge and in control but when in fact theyre really just a toothless dog with no real powers bt have the monopoly on lines which is why im guessing they can and do treat every one of their customers like something theyve scraped off the bottom of their have been good to the point where theyve tried to make things right by investigating and providing me a payg sim with unlimited data so that i can at least tether off and actually do some work but i find my patience starting to wear thing even with them i know its not their fault but it just feels like all parties are dragging their nothing more i can say about bt im sure each negative reviewer on here can sympathise with each others struggle dealing this absolute incompetent useless company,Bad,1.0
56,worst internet service are so can never get things right even when you confirm it with them several them my new address and still they sent stuff to my old one charged for a termination fee as had to cancel internet due to them not being available in the cheap tacky equipment that they require back and expect you to send it them,Bad,1.0
57,the worst service of all time visits from engineers everyone blames everyone else hours of time wasted on customer service calls no internal communication painfully slow nothing good to say about bt at all go elsewhere,Bad,1.0
58,if i could give talk talk a negative rating i would like literally for not having internet for the last days we have suffered and have been unable to work from home due to this my husband and i have spent at least hours on the phone with different talk talk personnel just to be repeatedly advised to turn our units on and off over and over and over and over again despite being with them for a year now they have massively failed us and disappointed us with their customer service and they havent offered any understandable reasons why this is happening we will be charged a charging fee if we cancelled do not get talk talk,Bad,1.0
59,we have had no internet for days and they dont know when it will be fixed we are and have been adhering strictly to the stay safe rules talk talk have transferred our landline calls to our mobile but as we dont have smart phones it makes no difference we rely on the internet for repeat prescriptions and ordering groceries i have had to break rules in order to use a friends internet today we only swapped to talk talk in may and we had troubles with our billing which took months to sort out now this do not use their services,Bad,1.0
60,it appears most uk internet providers have just stopped caring talktalk once a not bad company now just dont seem to comprehend customer service or technical support the training given to staff needs to support the service they provide and not just polite time wasting conversation over hours recently with support if thats a term talktalk understand im sure as with all support teams theres one diamond who can solve everything but you have to go though clearly untrained staff to find that one to pick up sadly as of now i have a mbps ftc line so having to type this on my mobile data moving to the next useless provider shortly what have uk service companies become,Bad,1.0
61,new sim topped money and u can never buy a plan once u activated and registered the sim it considered u as old customer with zero benefits online agents takes to connect and disconnects all of a sudden when u ask questions with connectivity issue dont ever buy,Bad,1.0
62,we have been experiencing network congestion for the past years every time we approach manchester cc or any other busy area the data simply stop working until we leave the area we tried to complain to o several times but they prevented us from doing so when i eventually extorted their complaint details from one of their agent and submitted a complaint they offered us a compensation amounting to months worth of service days later an arrogant person phoned back to say i must leave the network as i shouldnt have stick with them if i had network issues they also stopped all the discounts on my account and told me they will not offer any compensation,Bad,1.0
63,cancelled my package tv landline and broadband on th of june i was told it would be cancelled from midnight that day asked that i only want mb broadband told it would be a month yet i have had a bill for this month i have been on whatsapp trying to speak to someone since am today and i am still waiting the worst customer service i have ever experienced,Bad,1.0
64,this company talk talk are a big joke they have taken to much money out of my account when i have finely got through to them after lots of calls they said they will sort it out so theyve now disconnected me saying im moving house i never said we was moving house two weeks later no connection matter still ongoing cant wait to leave and get a better service elsewhere i will never go back to talk talk again,Bad,1.0
65,zero stars if i could router stopped working so booked an engineer slot they couldnt arrive until days after reporting the fault engineer did not arrive bt system says he knocked on the door and tried calling i have two dogs if anyone had knocked on the door id have known about it called bt to find out why the engineer missed the appointment they were no help other than offering another appointment in another four days time thats a week without internet access during my call the assistant ordered me a replacement router on to days delivery days later the royal mail tracking system is still saying that they are waiting for the parcel from bt operators are no help and show no interest in actually doing anything other than reading off a computer screen ive been a bt customer for years but no longer i will be switching providers when my contract runs out in months ive already cancelled my tv package and gone to sky bt customer service has been nothing short of abysmal,Bad,1.0
66,stonehouse gl moved to ee mobile service a little over a year ago having moved from o it started ok but of late february end of april the service has been abysmal just today april i have one bar signal in the upstairs of my house from which i can see the tip of the mobile masta text got through from my doctor from whom im awaiting a call to say the surgery cant get through to my had enough and am going to change provider,Bad,1.0
67,i started using but some people could not get through to me and the mobile data stopped working for weeks until i changed to another tried resolving the issues over phone calls but not resolved as even though the staff were very polite i do not think they really knew what they were wrote to informing them of my difficulties and the response i had from them was patronising rude and basically said it was my fault they didnt not acknowledge how hard i had tried to resolve why some people could not get through to me or why the mobile data would not work i do not recommend them or will ever use them again i would avoid because if there is a problem it will not be resolved,Bad,1.0
68,hi claire thanks for taking the time to leave a review it is very disappointing to hear about this and we would love the chance to put things right i appreciate it has been a little while since you left your review so if you are still having an issue please get in touch with us so we can help sort things out were always happy to review your package and cost to help find one that best suits your needs and budget this doesnt always mean a downgrade if you want to chat with us please feel free to call on or pop us a text on kath,Bad,1.0
69,its worst experience with eu roaming initially when rang up customer care they suggested some apn settings which didnt work and it became worse whenever mobile data was on even mobile network was down again rang up customer care they promised that the report will be forwarded to technical team and will be resolved in hrs nothing resolved again rang up customer care this time they suggested that settings will be sent to your phone as text messages which we received only one completely fed up with this network provider we will definitely change to different provider after we are back from trip,Bad,1.0
70,my internet connect drops off when my children are working from home the connection of wifi call is confusing by having apps separate apps mobile and my virgin media to check my payments and details,Bad,1.0
71,ee continues to charge me for a sim not used for over two years it was just by luck i found out that i have been charged over pm for over two years ee has stolen over from me they dispute that this is not theft if i didnt accidently become aware of this and contacted them they would have continued to charge me forever or until i died what shameless and terrible company,Bad,1.0
72,absolutely useless talk talk lazy cant be bothered chat lines staff who offer no help one in particular who obviously hates his job so i suggest he gives it up and give others a go with a bit more enthusiasm,Bad,1.0
73,easily the worst company i have ever used in my entire life youd have to have a screw loose to take anything to do with them,Bad,1.0
74,virgin media has the worst customer service i have ever experienced do not use them for broadband services i tried moving my service and i had to wait hours and hours then i tried to cancel my wifi and that again took hours and was being moved from one department to another department worst experience ever,Bad,1.0
75,trying to cancel a broadband account before its started spoke to one of their engineers and realised that its not suitable to put a box on a listed building i had no idea i would need one i dont have an account number or pin yet cant log in yet cant get through to speak to anyone because i dont have an account yet cant deal through chat because cancellations have to be done on phone ive wasted so much time its so frustrating i cant imagine how miserable it would be to be signed up with these guys imagine if you needed help with anything my advice would be to avoid,Bad,1.0
76,so i thought because i heard good opinion about ee i will go with them i top up my phone for and suppose to get gb extra next thing i know i run out of data hence im adding credit to my account to send a text and top it up however for some reason i couldnt so i added my card for direct debit and i top up for h not watching any videos h being off my phone all my data was called customer service and they said today that i used gb hence i told them its not possible however even if i would used gb why i couldnt access internet they didnt know how to respond and started saying that i watched things on social media and amazon when i asking for refund on my balance as i had on my account and for some reason i cant have my money back absolutely shocking i spend within month so im definitely moving to different reply to reply below however they were not helpful,Bad,1.0
77,wanted to cancel couldnt get through to anyone on the phone just left listening to loud music maybe i would have renewed with them as the service was fine they initially wanted to increase my monthly bill by which was fine but then a week later the price went up by another a month so out of contract as it was not possible to contact virgin media i decided to dump them as changing providers was easy again i didnt really want to move but with no customer service there was little alternative now im expecting them to be proactive and call too late though they blame but as a communication company they have had almost a year to get their act together and they like many other companies churchill insurance is another they lost my business a year have not stepped up anyway virgin medias loss of a year is bts gain of,Bad,1.0
78,never go for virgin i have made the complaint a month ago and nothing was done no reply no call moreover any knowledge of whether they have received my email im just waiting my contract to finish ill throw everything out,Bad,1.0
79,still a total waste of time intermittent low quality service with internet continually dropping out thankfully we are using talk talk from neighbours wifi or wed have nothing although you have completely changed everything from router to cables and you are asking for a price hike for a service you are not providing please dont respond with concrete walls or lectures about fish tanks its a pathetic response and we are leaving you end of march,Bad,1.0
