,CleanedText,Type,Rating
10,tomorrow tomorrow got to love virgin tomorrow ya only a day away this day isnt coming any time soon virgin th feb you said tomorrow th feb you said tomorrow we are now on the rd match and still ya saying tomorrow give us all a rest and tell us for real when are you expecting it to be back to normal stop with this tomorrow business and tell the truth when are the technicians going to get our services back up and running please dont say tomorrow i personally feel if you tell the truth people will be more understanding and stop contacting you,Bad,1.0
11,have been having issues with internet not working or very poor internet speeds ever since joining talktalk i average mbps in download speeds well below the guaranteed minimum speed when speaking to customer technical services it is clear that they have no technical expertise and are just speaking off a transcript they take you through some basic troubleshooting measures which ive already done when you explain youve already done these issues they put you on hold and ignore or hang up i complained about this to customer services based under their complaints code and it was clear the advisor who was dealing with me had not read my email but just the subject title and replied with the repeated list of common troubleshooting tips that the previous technical customer advisors had been telling me when i replied with another email explaining that he clearly has not read my email he just replied that i should take broadband speeds issues with technical team however the technical is what i am having issues with and he would of understood this if he read my email they just waste your time and take you through an endless loop complaints are not dealt with seriously in this company the complaints procedure does not work,Bad,1.0
12,i have just switched from ee to as my husband wanted to add me to a shared family contract hrs after being disconnected with ee have still not connected me phone calls later and still nothing i wish i had never switched,Bad,1.0
13,avoid avoid number after moving to a property in heald a month ago they were quick to sell us a package and promise us the eartha speedy delivery they what they were talking absolute rubbish our delivery date has been pushed back time and time again only to find out this afternoon they are unable to commit to any delivery date at all the phone signal here is inadequate to say the least and classed as vulnerable i depend on wifi but we are still without the person we spoke to only just spoke english to us and that was after a minute wait and thought a refund was dont need money you morons i need wifi appalling atrocious avoid,Bad,1.0
14,i had months of delays with ee installing my internet i have spent between hours on the phone with them over the last months sorting logistics literally my worst customer service experience of all time,Bad,1.0
15,customer service is unworkable unable to answer questions avoid ee at all cost s,Bad,1.0
16,less than hours after my go live date with talktalk and i still have no internet access ive had to pay from bt for a days internet access in order to find a proper broadband customer service people are almost are blooming rude and they lie to you steer clear luckily im in the cooling off period ive cooled off all right,Bad,1.0
17,well a week on and still not resolved ee are absolutely useless and still passing me onto different teams and can do anything again they promised to ring me back in hours but nothing what do i do ive got down load cant do what an awful was on the phone to them for hours minutes i was past pillar to post and then surprise surprise i got cut off i did say to them if i got cut off please call me back but they did promise but no phone call the network service is not fit for purpose in the somerset had good ish g broadband for months and then all of a sudden no signal for the last four weeks are download speed is but they are trying to say to me its this is certainly not the case why would i spend over two hours on the phone wasting my life i spent over a year with ee and they couldnt give a damn i suggested that the external antenna or router is faulty but no forthcoming suggestions if ee would like to contact me to resolve that will be fantastic but im not holding my breath,Bad,1.0
18,good coverage good app the worst customer service ever promises to phone back promises of getting things done doesnt happen cant even carry out the simplest of instructions will move to any provider other than vodafone after my contract ends,Bad,1.0
19,i bought a for gb plan on asda mobile web i then found a better deal then i would like to make use of day period clause as stated support says if you purchase your sim and and bundles via the asda mobile online service or by phone theres a day cooling off period where you may cancel the services if you let us know within this period that you have changed your mind you may use the model cancellation form available here please note that by using the credit or bundle you agree to accept these terms and conditions and agree that the service may start before the end of the period if you have used any credit or bundle prior to cancellation you will not be refunded for the proportion of the credit or bundle that you have used as calculated by us sims bundles and purchased instore are even i used day i am eligible for the proportion refund of the bundle i purchased online i phoned to request that and the reply i got is outrageous the customer service said the terms and conditions are not accurate well wait a minute that clause is still online that means asda mobile was misleading me that i believed i got the day period protection but in fact i dont have that further info is requested by asda mobile i give them those info lets see whether situation would be a bit different this asda mobile phoned back the customer service agent said its ok to issue an refund for me ill be expecting an refund working later lets see whether thats the phoned customer service again for the refund but the customer service repeated the same argument again well disappointed,Bad,1.0
20,we pay for fibre broadband from talktalk the broadband service is frequently losing its connection entirely for days at a time and the customer service experience is atrocious and makes it virtually impossible to get any of the faults support service for talktalk is a web chat with people from a script you know theyre doing this because they sometimes paste the now ask the customer part by mistake they take minutes to respond to every single input and show zero initiative or even basic understanding of what theyre asking they ignore all information given to them upfront and follow their script like robots forcing you to perform the same pointless diagnostic steps every time you speak with them even when youve done so our case talktalk decided the fault was with our router despite the router itself clearly saying the fault was with the connection to the cabinet they insisted on sending us a replacement router which did not fix the problem they eventually arranged for an engineer to visit who fixed the problem in the cabinet a week later it broke again as of this moment our connection is still broken and we are back to square zach your choice to ignore almost every point i made and provide such a worthless unhelpful response is completely in keeping with the attitude of your fellow talktalk staff and only serves to demonstrate the truth of my complaint,Bad,1.0
21,not even worth a star do not use virgin no matter how good the deal was promised a set price and then when the bill came through was almost double and then trying to speak to somebody is impossible just get bounced from one team to another useless,Bad,1.0
22,i took out a new contact with bt start date th march old supplier gets cut off th no by connection every day since spoken to an advisor to be told nothing has happened and every time told it will be another hrs before we can update you on any progress and every time nothing has moved forward they just fob me off and do nothing i would recommend avoiding bt,Bad,1.0
23,no service for the th day in a row with virgin media only updating the status and promising a fix that never comes simply worst media company ever,Bad,1.0
24,why do the people take so long to get to the nub of a problem and why cant they admit when they are wrong,Bad,1.0
25,really shocking customer service calls in days and neither call handler cared why i was wanting to leave or how they could make it up to me they are very quick to take your money every month but couldnt care less about aftercare i will be going elsewhere,Bad,1.0
26,vodafone customer service is by far the most awful experience you can ever have bar none i have mobile broadband accounts and to change or upgrade you have to call and it is terrible i couldnt understand most of what was being said line cut out for seconds at a time every few minutes advisor didnt know anything and kept putting me on hold couldnt give me any prices and just wanted to refer me to the automated bot eventually gave me a link that refered me to call again absolute waste of an hour and its the same every time i have the misfortune to call im out of contract so im changing to another supplier that doesnt frustrate me and makes it easier to communicate with them,Bad,1.0
27,star because star is impossible they are very nice and persistent while onboarding new members and extremely terrible when you become a customer run away from them with all you have in you its useless calling their customer care not even their refer a friend works i would definitely not consider them in the future,Bad,1.0
28,terrible rude customer wouldnt recommend these clowns to my,Bad,1.0
29,initially sold a internet service and paid for an upgraded router and accelerated installation one day prior to installation i called to confirm the installation i was then informed they sold me a service they cant deliver i requested a refund but got talked into staying with them on a lower again service was not provided and when i called to find out whats happening they cant tell me whats the problem requested a refund and have been told i have to wait for technicians customer service poor to zero your money and stress levels by avoiding these promised feedback and that it will fixed still no feedback and now i have to pay to cancel a contract that never worked,Bad,1.0
30,having lost broadband yet again i spent hrs on the phone to be told by the operative its just an outage days later still no service all their promises and guarantees are utter lies if they dont start keeping their part of the contract soon ill be leaving,Bad,1.0
31,almost non existent customer service and when you find them they are useless they just restart your router and say it is fixed each time you want to contact them it can take up to h to get someone on the line just to have them restart your router internet is totally crap,Bad,1.0
32,i have been a vodafone customer for years and a high spender with monthly bills around and some months even up to as i travel a lot they use to be good but lately their customer service became appalling three months ago i called to cancel the insurance contract on my phone however they continued my bank account for the insurance until now the advisor i had talked to back then did sound really incompetent when i called to ask for a refund another arrogant customer adviser told me they had no record of me cancelling and said i would be charged another month notice if i wanted to cancel the insurance when i complained she threatened to hang up on me i was left speechless i have now asked for a pac and will change mobile company they did not even try to retain me although i am out of contract and due for an upgrade which is a really poor commercial policy considering the level of my bills this situation is probably the result of the vodafone uk senior management team lacking obvious customer centric culture or being simply incompetent very disappointing avoid them,Bad,1.0
33,idiots just want to screw you terrible,Bad,1.0
34,kate just to update you i lost my phone signal a week ago now at on thursday november to be exact i received notification from vodafone yesterday morning wed november that they are upgrading a mobile mast and this has caused a total cessation of service in my postcode and other postcodes in this part of shropshire vodafone has no idea when service will be resumed,Bad,1.0
35,ive only been with ee for months and i only got a contract with them because i was interested in getting a smart watch over the months which is something tesco who i have been with for over six years but doesnt offer wearables however when i called ee to add a watch i was told i had to wait months before i could add any wearable this is fine and i understand that new customers may have to make some payments before adding anything else however when you go into my ee you are able to add accessories like smart tvs for per month and last years stock samsung watches for per month but not the model you want which is only more but cheaper than a tv seems your just trying to force people to buy the things you cant sell you cant trust a new customer for months however you will make the if you can move old stock seems that way to me anyway i think ill just let the contract run out and ill stick with tesco,Bad,1.0
36,terrible provider avoid at all made an unauthorised bank transaction from my account without my and rip off could never get through to anyone on the number provided diabolical service do not even think about me you will regret it,Bad,1.0
37,my is always so so so slow with talk talk i am paying for a mb line and my wife doesnt even connect to it anymore i can even watch a video on my phone without it pausing instagram etc its terrible,Bad,1.0
38,only gave them one star because this is the lowest score i can give gave me months of hell never never sign up with company i thought sky customers service was crap but these are the worst ever in the history of man,Bad,1.0
39,this is the worst service ever i order a broadband and not satisfy with the service i want to cancel it it turns to nightmare the dont take the call for that minutes after they pick up they just transfer you from one person to when you get to the relevant department immediately you tell them that you want to cancel they just hang up on you,Bad,1.0
40,i am writing this review to share my recent disappointing experience with vodafone on may i placed an order for a new phone due to my current one being broken the delivery was promised for may th as reflected in my confirmation email sadly the promised delivery date was missed on reaching out to customer service i was informed that my order was waiting for permission to pick and that the delay was due to dpd not having picked up my order however upon contacting dpd they informed me that they had not received any such delivery instruction from vodafone over the next days i repeatedly called vodafone customer service only to receive ambiguous responses conflicting information and no definitive solution the consistent lack of clarity and action has left me without a working phone for several days causing significant inconvenience even more frustrating is the seeming lack of concern or responsibility taken by vodafone to resolve this issue swiftly it is concerning that a telecom provider fully aware of the importance of communication devices in this day and age seems unable or unwilling to prioritise and address such a basic and crucial aspect of their light of these circumstances i regret to say that my trust in vodafone has been significantly shaken its unfortunate to experience such service from a brand that i have associated with reliability and efficiency in the pastas of now im still waiting for my order and a resolution to my complaint i hope that no other customer has to go through this level of frustration and web,Bad,1.0
41,unfortunately i have never experienced such a poor customer service as that with talktalk my complaints and explanations eventually caused me to close my account even though human beings have acknowledged my account is closed and there is nothing to pay i still get monthly emails saying i have to pay and then chasing letters each time i speak to a human they blame an automated system that they cant change ha im feed up with calling them to more go away,Bad,1.0
42,i have been with talktalk for years they took over my account when they acquired my contract was due for renewal at the end of january and renewed early february i was provided an offer of upgrading to fibre as there was no offers for the i am currently on an activation date of february st provided my connection has still not been updated and after approx calls no one knows why my package can not be updated have already done the work from all the reviews my connection has been stable but all customer services agent can do is keep requesting an update the complaints team are not keeping me informed i have been told that someone will call me on monday i will be amazed if they do as the last time there was no update they thought it was better not to call so ended up chasing the new eero router does not meet my needs like the port router originally provided i need some of my devices to be wired so i have ended up upgrading my mesh wifi router to support this in most cases the eero router would be fine this is the reason i have given star rating for the overall experience,Bad,1.0
43,absolutely awful i live in the uk and i cant even play a flipping game for minuets without stupid internet going off my grandma has talktalk and it rubbish but its way better than this internet broadband wish i could live with my grandma now so i can actually do something on my phone oh and if you think this is just a one time thing no its been off for nearly months now my phone is always on mobile data and to be completely honest if u turned the internet off for months it would have the same experience as it turned on,Bad,1.0
44,wow after years with o never missed a single payment for air time or hand set on items so decided to change as the service was so poor at home and at work still had one payment to finish off the contract so to my surprise this morning i received via post a letter with big red writing enforcement notice do not ignore if you miss the last payment we will hand your dept to a dept recovery company very anger so drove to the store in ellesmere port total useless and about as much help as a wet lettuce avoid at all cost ee better,Bad,1.0
45,have been a business customer with them years was paying them a month the service was absolutely appalling i do not have the patience to document all my dealings with them but every dealing them was summary of my years interaction philippines call centre is useless they have bad communication skills was over billed by due to a billing error on my escalated my complaint to someone in the managing directors office on may to at name was robert day he assured me my matter would get resolved fast forward years i have email proofs of everything they the managing directors offices instructions fell on deaf ears and i was continually being charged for years in a row for properties that i submitted in a cancellation i complained clearly you wont be happy i presented myself in a calm but stern manner in my dissatisfaction to my dismay the rep on me i called back to lodge an official complaint against this told i would get a response in weeks time its been a whole month and no one has bothered to call just dont not get involved with this i have used them for years in a row and they have been an absolute pain,Bad,1.0
46,yep ive just had similarly shocking customer service from bt i ordered broadband and a tv package in late october and it was early jan before i finally got it installed after numerous phone calls waiting in for an engineer who never arrived rearranging and then staying in to my allocated slot only to find out the engineer was working remotely and there was no need i thought it was all sorted and today found that the company has billed me for over including a installation fee quite the joke in light of the above and backdated broadband charges as it turns out theyve been me for the past few months not so much as a letter to apologise and acknowledge the error before deducting the money from my account i wouldnt recommend this company to anyone and will be going back to sky who have excellent customer service just as soon as i can extricate myself from the contact im currently stuck in with them if youre thinking of switching beware,Bad,1.0
47,very bad customer service had to contact them at least seven times to sort my billing which they were overcharging,Bad,1.0
48,i was the account holder i then wanted to take my name off and change it to my ex boyfriends name this was all fine and agreed this was in september i have called virgin media over times i was spoken to so rudely or by noone who understood what i was saying i also was told i couldnt speak to a was finally taken off in june after countless phone calls as my contract had ended but they allowed my ex boyfriend to reopen a new account in my name without my consent i was then told because this was an issue on their end after i threaten legal action that i would not have to pay cancellation fees or name change fees or any outstanding a debt collector is now chasing me for i called virgin media times each time i was told your no longer the account holder ignore calls from debt collectors there is no outstanding balance th of jan i have now recieved letters from the debt collectors advising virgin media responded saying i owe them money still completely different to what i was advised on the is going into the nd year of them wanting more paid this with all the countless phone calls which are all recorded that is a the account was closed in june why on earth am i being contacted months later for an outstanding has caused me alot of stress and time to have this sorted if there was an outstanding balance why was i not informed in to get more money being told different things but t people working therei will never recommend virgin had a sales man from virgin ask if i wanted to sign up to a contract i told him my situation to which he even said its a terrible company and even himself and employee is having issues and extra works for virgin media a have asked countless times for confirmation emails which are never sent there is no head office to contact either this issue is still ongoing i will also record my own phone conversations so no more lies can be told to get extra will now take this higher i will not pay a penny more i have paid all more than enough,Bad,1.0
49,if i could give zero i would do without hesitation awful network and very slow internet technical assistance could not solve the problem blaming was my iphone for the issue and advised me to update it i swapped my sim card with ee and the internet was an excellent plus and amazing network opened a dispute as well for unfair extra charges and fees due to cancelling the contract end of the day willing to pay even the extra fees to get rid of vodafone,Bad,1.0
50,how is this company allowed to trade i am paying for a fibre connection and receiving a broadband connection instead there is absolutely no one to turn to isnt it time that contracts where done away with in order to allow the consumer to protect themselves from the likes of bt and talktalk,Bad,1.0
51,honestly one of the worst companies ive ever dealt with from a customer service point of was initially misinformed by two virgin media customer service agents as a result ended up paying for nearly weeks worth of services that i wasnt using as id moved house i then spent nearly hours over days speaking to customer service to get this rectified refunded only to be made out like i was lying even though i had the names of the other agents id spoken to the dates wed asked for my complaint to be escalated the person it was escalated to georgia acknowledged that i was told the wrong thing by the first agents she was sorry but i still had to pay as it was company policy her hands were tied she seemed sincere was the only person id spoken to throughout the whole process who appeared interested in helping me there was outstanding on my account which she agreed to credit a pretty empty gesture though to be honest thats pocket money well done virgin media you could have simply refunded me in full as a gesture of goodwill made everything right for the incorrect information that your employees gave me that would have been the end of it i would have plodded off disgruntled at how much of my times been wasted but ultimately happy that i got my money back instead youve kept my money shown what a dreadful company you truly are now ill make sure that i inform everyone i know of how poor virgin media really is im guessing from the scores of horrendous reviews on here that plenty of other angry customers will do the same good job,Bad,1.0
52,i have never in my life experienced such bad customer service i would not recommend this company to anyone if your thinking of going with them think again i would rather pay double with a different broadband provider than stay with nearly a year i have had nothing but trouble with my internet dipping speed and sometimes no at all although they are aware of this and raised many the issue has sorted they are more than happy to keep taking my money but in return cant provide the service i pay for when i ring up i come across rude customer advisers sometimes that i can hardly understand enough going round in circles and be being spoken too like rubbish time to switch providers do not use you have been warned,Bad,1.0
53,do not transfer to this company was promised new phones its been months and no new handsets took over my phone line leaving me with no handsets and did not pay my termination fee with old phone contract now stuck with them and not happy at all my previous review was forced on promise if i left a good review i would get new cases free with my new handsets but not even had handsets no handsets no cases dont be fooled like i was,Bad,1.0
54,complete joke charged for calls i never made had to spend hours on the phone to get this sorted even accused of making them no phone plugged into the socket and never had been now internet down no resolution and now told i have to pay for an engineer to come out partner works from home so its a requisite woeful service,Bad,1.0
55,i took out a contract phone with but had to cancel within the days cooldown period as there for delivery of the device made it impossible for me to recieve the device single man would only deliver to billing address so no one in to collect it everything was fine cancelation went through but since then i have been by letters from claiming i owe them money each time i recieved a letter i called and complained to be told the issue was resolved and i would not hear from them again but a few weeks later same quiet from them past month or so so i thought it was finally sorted till i came home today to find a letter from a debt collector agency working in behalf of to collect pounds off of me for late fees called again and have been told the issue has been rectified and should not hear from them again but when i asked to get written confirmation of it being resolved i have been told that they are not authorised to send anything in writing or email confirming it has been resolved i asked for a manager and was told the manager would give me a call back within an hour to discuss but of course no call back still waiting hours been back on the phone with them again i had to contact them myself still no call from a manager to be told that the issue is resolved but still refusing to issue me with an email or letter confirming i owe them nothing everyone i speak to is not authorised to email or send out letter have been told again my issue has been raised to a top priority and someone will call to confirm i am not holding my noticed has replied thanking me for my recent good review i dont think my review is good if i could give anything less than one star i would joke of a company,Bad,1.0
56,can get good deal as new customer but renewals twice the price customer service is terrible and not very competitive internet quality not as good as used to be in reply to not true ee agent offered me gb for after i showed them you could get gb for on website and advertising this on tv adverts i was offered gb for then i showed a deal where if i became a new ee customer through a third party i could get it for month ee response was im sorry to read that the deals youve seen with third party companies are cheaper this can often be the case,Bad,1.0
57,vodafone has to be the worst company on the entire dont whatever you do however appealing the deal maybe just dont go with dont want to write down the experience i have had with them as i dont want to give them any more of my time or relive or recollect the experience which is still going on they are so seriously bad,Bad,1.0
58,just to be the operatives i have dealt with have been very issue and the one star rating is to do with my rage at the revolting corporate bs that these people have to adhere to especially when youre leaving found a cheaper deal from plus net which was more suitable for my needs and asking ee for a pac code i was told i had to pay a penalty a months payment or give a months notice i was then subjected to the usual oh im sure we can do a better deal than late of bought the deal and then they tell you that the deals you looked at online are for new customers not lovely old ones like me well if im so important to ee why didnt they offer me a better deal before since ive been with them for years well perhaps you could forfeit the months penalty for would help help you bye bye ee you bs the new boss same as the old,Bad,1.0
59,ref now days and the problem with my sim card has still not been resolved no caller id when anyone rings me is anyone at even looking into this problem because if they are they obviously dont know what they are doing,Bad,1.0
60,i have been with virgin for a long period of time and my experience from the customer service team has been i can never get through and when i do and request copies of my monthly bill this has not been made available to me i have now decided to leave and again have requested confirmation by email of what my final payment will be and when the contract will be ended and still not recieved any poor,Bad,1.0
61,spoke to an agent who made me take a similar i didnt need and im still over charged spoke with some couple of agents but still over charged i wont recommend only reason im still using virgin its because its only what i can get in my area wont recommend it,Bad,1.0
62,if i could give it a zero star i would absolutely rubbish theres no customer service at all they reckon they value their customers they certainly dont i would not recommend at all worst company going ill be changing providers for sure,Bad,1.0
63,poor service extremely poor service couldnt crew less attitude unhelpful comments dont try to answer you questions or concerns,Bad,1.0
64,my sons number which he has had for a long time was suddenly transferred to another customer his phone suddenly lost service which we put down to being away for the weekend and possibly in a bad area for signal when ringing my son my wife became frantic when a man we didnt know answered what we believed to be my sons number we have spoken to tesco who have now escalated the enquiry to hopefully reinstate the number to us i am assuming not before the new owner of the number has given it out to whoever as his number im now worried that my son will receive phone calls from people he doesnt know i explained this to tesco who asked for the sim card number and said it will take a minimum of hours for the back office team to start looking into the problem now left with no phone service at all dreadful experience,Bad,1.0
65,absolutely horrible experience ordered a phone online paid euro weeks later no email no phone call called customer care days in a row and no one would help i was even given the dpd phone number to call everyone pawing you off to someone else in hopes you just give up terrible company absolute scam keep your money or go to vodafone or a trusted phone shop frustrated isnt even the word,Bad,1.0
66,absolutely rubbish would not recommend snf after end of this contract will never get one again with virgin regardless of price,Bad,1.0
67,ee stores or franchise if you take a contract out with them you opt out of the day cooling off period and cannot return any items or make changes to the contract and will be stuck in the contract until it runs out and do not tell you this this is a very sneaky company who think that its ok to not tell you this information then its not classed as lying,Bad,1.0
68,i signed up with talk mobile to a sim only contract on june i had used their website coverage checker to make sure signal worked in the place i lived and the place i worked when the sim arrived it worked fine at home but did not get signal in my place of work there was a day cooling off period in my contract so i contacted them on the july via their webchat service and told them that there was no signal at my work place of work and they agreed to cancel my contract and refund my first month payment and close my account with no charge i have the webchat transcript on my email as evidence which has been sent to the ombudsman now i even double checked in that conversation that i wouldnt be charged anything and they confirmed july i contacted talk mobile again after they took from my account i explained that i had cancelled my contract and the reasons for that and they agreed a mistake had been made they told me that i had to cancel the payment with my bank and then they would zero the balance their end i was not happy about this but i was told this was the only way to do it and so i followed their instructions and the amount was refunded to my account i thought that was the end of october i received a letter to tell me that i had been refused my application for a bank account and credit based on a negative reference from experian i immediately signed up to experian and completed a credit check it revealed that i had out of an excellent rating however there was a black mark against my report due to unpaid debt to talk mobile i immediately phoned talk mobile and after completing the security questions and before i could even say why i was calling they said are you calling about your credit report they immediately apologised for what had happened and said they would put it right i told them that i felt i should be compensated for the embarrassment they had caused me the cost of my credit check with experian the time i had spent sorting out the mistaken payments the time lost on my failed application the cost of my phone call to their call centre and the time it would now take me to resolve the bank application not to mention compensate the stress and the long term affect that this black mark might have on future credit applications talk mobile said they couldnt give me compensation as i wasnt a customer anymore so i told them i would contact the ombudsman instead they immediately changed their tune and promised a manager would call me within working days to discuss some is working days later and ive had no call so i called them back again at more cost to me they informed me that no manager was available to talk to me i told them i had given them their chance and i was now contacting the ombudsman to resolve the dispute they said fine ive also double checked my credit report and the negative mark is still on my you can imagine this issue is causing me a lot of stress i am very careful with money and credit and having this hanging over me for a phone bill that i shouldnt have been charged is very distressing it all seems extremely heavy handed for even if i did owe the money and the fact i dont owe them any money and for the reasons set out above i feel that i should receive some compensation for the treatment i have received,Bad,1.0
69,i did the biggest mistake ever to choose vodafone from six days my internet is not working im been paying per month for my contract and i dont have internet from six days im trying every day to call them and every day they say to me they will sort out and still nothing and even sometime customers are very rude i ask them to transfer me to talk with the manager and she say to me very rude that they dont have a manager dont ever do this mistake like me to choose vodafone,Bad,1.0
70,absolute garbage a month contract for real cant wait for my contract to finish this month biggest mistake i have ever made and now time to go back to vodafone affordable better network and far better customer service,Bad,1.0
71,have been with talk talk years moving house to a new build property bt outreach box in house told to cancel current account and take new account then told weeks for engineer visit i work from home for the nhs so that is unacceptable as in the cooling off period called to cancel followed up by email and live chat ordered bt broadband would be installed in days this was then cancelled by bt as still showing as live order at talk talk repeated chats emails etc and order still not cancelled shocking treatment and customer service would not recommend them to anyone,Bad,1.0
