,CleanedText,Type
25,where do you even begin my partner has been in contact with virgin medias customer service line times and still we have gotten nowhere in fact our internet is now worse than when we first got in have sent us two new routers to see if that would help it didnt after many more phone call attempts they finally sent a technician he was a very friendly man but he made our connection worse somehow and now we cannot get through to virgin media at all we have to listen to that god awful hold music for over an hour with the same two songs just for them to hang up at the end of it this is the most appalling customer service ever it honestly feels like a scam i am paying money for a service i am not getting never ever go with virgin media,Bad
26,how does bt stay in business i have never come across such incompetence the last months installation business and residential have been disasters they are unable to deliver equipment on my ongoing installation we have shipments of goods router etc to the same incorrect address the second shipments were to rectify the previous errors and were still sent to the incorrect address and each time hour and hours respectively were spent on online chat and phone sorting out the correct installation has changed dates constantly hopefully it will eventually installed as the last instalment took one hour a day on the phone for months after the installation appointment which apparently isnt an appointment but a rough ides of when they might want to turn upi could go on but its pointless just like bt so as soon as the installation is complete i will be cancelling all of our contracts with bt due to incompetence,Bad
27,i would like to say that this review is my own personal experience and should not be taken as being indicative of the general level of service that people will receive from virgini moved to virgin from sky during october last year and for me this was probably one of the worst mistakes i have ever made the customer service has been very poor i was unable to use my second box from october to february and it was discovered that the engineer had fitted the box incorrectly on realisation of the mistake i never received so much as a also joined virgin mobile at the same time as joining and virgin media and when my details were passed from the media to the mobile team the mobile team took my name down incorrectly weeks passed during which i had to prove my own identity with associated documentary proof yet again not even a sorry we have been unable to use the in demand service for several months this was fixed by an engineer but yet again not even and apology yet i have been paying in full for the whole duration of the i joined i was advised that i was taking the maximum bundle which came with a mb broadband connection i really wanted the tb connection but as there wasnt a package for that they advised me that i would be automatically upgraded to the tb service free of charge in a couple of months this is what persuaded me to join but alas that was apparently not true when i challenged virgin who can listen to the call transcripts they just dismissed my issue there are so many more instances of poor service i could really go on this is a real shame because virgin have always advocated themselves as having high customer service but in reality the customer service is as poor in my own experience as their tv and broadband service which is a real shame i used to be with virgin years ago their service was simply too notch i really dont know why this has changed this could all be due to the impacts of reduced staffing levels associated with coronavirus which is understandable but a simple apology would go a long way,Bad
28,few months down the line i still cant access my online account amazon voucher pure scam beware im still waiting to receive it for over half a service is rude unprofessional trying to send me from one agent to another bcz they dont want to solve a problem which is their responsibility,Bad
29,wow ive got to say what a mess customer service is in ive been with them for years time to change to ee i think if i can get out of this had two instances in the last two months of being to over the phone on the renewal of my mobile handsets and now my broadband three calls later and each time i call them they really dont want to listen to you and wont escalate the call im now being told to wait to days for a call back cant say im confident that will happen do we really have the time for this crap,Bad
30,absolutely appalling treatment renewal account i have always rated virgin media products and customer service as brilliant im so disappointed that ive have had to change provider and have worse tv service as my indoor aerial is not great hence loving the fibre optic option there was no way i could continue to pay for such poor service ive been waiting months for a call back from a manager and even longer for promised call backs from customer services they have the nerve to keep calling me to pay even though they have not adhered to their part of the contract i have always paid on time with no issues i have been lied to on numerous occasions by the customer services i would avoid this company and save yourselves stress disappointment and bad service,Bad
31,just got off the phone with vodafone customer services after calling them to ask why my phone was still connected after i had called them on th november to cancel my contract and to give my days notice if i hadnt have been checking if my phone was still live and if another months pay for the contract had come out i would still be paying for a phone that i no longer used it took a minutes telephone conversation and being passed to five telephone operators to sort out the mess and even now its still not sorted theyve now said an investigation will be carried out to listen to my previous phone conversation to see if it was actually agreed that i was giving my days notice only on proving this will i get my money back its absolutely disgraceful considering ive been with them since,Bad
32,only give one star because i could not give joined talk talk at the beginning of march from sky the biggest mistake of my day one it was a total disaster broadband kept going down every days contacted technical support over times in weeks i was with time i was pushed from india to manila then to south africa then back to manila and eventually ended up where i started in india and still no decided to give them days to get it sorted i heard every excuse you could possibly think of all got the same customer service manual i can recite it word for i told them i was leaving each time i called them i told them i wanted it logged and a refund for the broadband downtime which i eventually left without any early termination charges i signed up with zen it was a bit more expensive but worked from day one and customer service its like i have been released from my well away from talk talk thats all they do talk they never fix anything bunch of cowboys,Bad
33,when i was my mum took a contract in her name for myself after turning i decided i wanted to get a contract of my own i went into the inverness branch to see if i should start up a brand new contract for myself or just transfer my mums one over to my name and bank details from this i was told that it would be easier to just transfer over the name and bank details so after doing this and paying an upfront cost of i was told my phone should arrive days after i ordered it after two days my new iphone still hadnt of arrived to this i phoned customer service to be told there was different bank details to the phone holders name i then went into the store so they wiped my bank details off of the account my mums name was still on the account when id of previously ordered my new phone i was told to change the ownership month after i had payed my first instalment so then today i phoned again to reinstate my bank details with my mums permission to be told my order had of been cancelled and i would need to replace my order remembering that this was suppose to be the easiest way of updating my contract i am now about to go abroad with no upgraded phone deeply saddened by the customer service due to being giving what had to be the most difficult way of getting a phone contract,Bad
34,military family who have had to move absolutely no empathy or customer service for not having virgin available in our new postcode how is it possible that you charge us for a service that you cannot provide we had to move from sky last time and they were brilliant and were just apologetic that they could no longer be our provider you should be ashamed that you cannot help it families in a tough time and then you had the cheek to say that if i recommended you to a member you would take from the charge are you actually joking for the first months our bill was wrong and it took hours on hold to rectify each time now you are charging us to leave from a service you can no longer provide terrible terrible company do not go with virgin,Bad
35,very bad service will try to scam you into paying for an engineer visit then tell you that you dont require one they will then ask you to pay another for their own billing errors issues for months with no engineer visit expect me to have the technical know how to fix network at all and to use personal hotspot through mobile phone instead of broadband i cannot believe that my mobile phone provides better internet than are better off buying a sim card and using a mobile phone as router hotspot trust me and dont get locked into a contract that ignores you once they have setup a direct debit,Bad
36,the most inappropriate broadband provider ever they so illiterate that after calling times they cannot resolve and issue requested to speak to manager but apparently they cannot locate any in the such big established call centre its a joke of a company the workers dont have a clue they all thick all they know is how to do security and then they so rude they put u on hold forever and dont come back to u so u hang up absolutely hilarious please do not go with this company stick with anything but this i dont even rate a star but unfortunately to write a review they make u add one haha is time service they can even do gdpr properly also cannot hear you first time they need to be not efficient and professional,Bad
37,like most of the reviewers would like give zero stars unfortunately in an agreement till june seems they raise prices as they wish service is patchy wifi seizes and there customer service is terrible i feel sorry for the agents they must get fed up of all the complaints and the fact vm dont have any desire to fix as long as the money comes in,Bad
38,contacted talktalk due to very slow internet which caused issues for our business they basically said that the speed issue was on our end and they would send us a wifi hub but that everything was fine on there end after the chat i check the speed and notice it suddenly gone up thought still not as it should be i was told by the advisor that we are heavy users and this is probably the problem and not them and then its suddenly improved feeling as if they havent been very honest and truly unhappy with their service looking for another provider asap,Bad
39,unfortunately i found the customer service team far from competent today times i told the agent i use a wired connection and was with patronising questions no acknowledgement of my answers and a minuet conversation about my wifi connection router direction and distance the router is from my pc as all of these could effect the quality of my wifi connection more than happy to send logs of the conversion to talktalk management if contacted,Bad
40,once again broadband and tv not working phoned virgin to report fault and get through to call centre abroad cannot understand what agent is saying owing to strong accent waste of time,Bad
41,if i could give a zero i would goes off nearly every half hour ten to mins a time worse internet ever disconnects all the time rubbish dont bother with it,Bad
42,simply asked to make sure my account was terminated on my contract end date got passed around to different departments asked the same questions and then had the chat forcibly terminated when i asked a simple question,Bad
43,talktalk sent several engineers to my house to check what is the problem with my broadband which was constantly although from the first visit was more than clear that the problem is outside my house and also the problem with the broadband speed which is fare low than the one promised when i joined talktalk,Bad
44,please find an alternative broadband provider to cant comprehend how companies as large as talktalk and are so inept and been without broadband for days now and they cant manage to book and engineer between them ive spent nearly hours on the phone over the last day and wasted half a day off waiting for an engineer not to turn upi only scored star as isnt urge you not to use talktalk,Bad
45,i have a leased line with this company and they are constantly threatening with you have to pay the full balance even when the industrial building we are moving out of so no longer require the broadband due to downsizing vm have advised i have to pay approx due to the early out of contract disconnection which is wrong everywhere online states if you are moving to another location already has broadband and does not require a leased line at all would be total overkill and price a month definitely no bad service from vm have not even mentioned the bad network we received,Bad
46,i topped up my friday lucky only but today they have cut off my number and try to calling them on they number on website but that can not be connected thats down but did some digging on goggle and found out its the same address as delight to call them about it on the number on they website but same dose not work lucky again paid by paypal so will open case with them about it tomorrow if do not get a message back about this rip off they have mobile have given you this info on your facebook account but you said they same thing they but still waiting for call after given you it you tell me why the number on your website dose not work scam thats have taken my money then cut off my i will be reporting it to paypal this is fraud so will be reporting this to fraud action on line as i have found out that you are the same company as delight mobilemy advise stay away from both companies,Bad
47,cannot advise against virgin media enough poor speeds and wifi coverage from the router aside if youre forced to move house within your month contract and they cant supply your new property which is likely as they only have coverage in the uk they will charge for cancellation fee not sure how this legal this is but it certainly is immoral have a quick goggle both bbc and the guardian have reported on the corrupt charges their support is terrible or non existent if you do get through to customer services they are likely to hang up on you i live in small bed flat in london and i still needed a booster to get full coverage which i had to pay a month for the privilege and still wasnt enough but i was too fatigued by their terrible customer service to try and rectify any further,Bad
48,repeated calls to customer service yet unable to install app they finally told me that i had to contact android and that my agreement with tm was for data messages and line only i have suggested we agree to termination of the contract but have been told verbally that will not happen i await the reply below its a pity the staff do not know this instead they told me to visit my local store where they refused to touch my phone following the company protocol for i do not use facebook or twitter it would be so much easier just to agree to termination of the agreement,Bad
49,i wish i could give stars my year old brother received a cold gdpr plus hes registered on tps which i done myself for him and he didnt understand why they were calling so i took over the call and questioned the female agent on whats the reason for the call and why is she contacting a year old and the attitude i had back was horrendous she demanded for me to tell her if she was speaking to the correct brother which he had already told her that she was speaking to the correct person and then said that i need to watch what websites he goes on because hes applied for a phone contract and that she was phoning to set it up im the one that pays for his phone contract so why would he want to take out his own and hes not old enough plus were with ee which wouldnt ever speak to any potential customer the way i was spoken to i rung back to ask for the name of the agent i spoke to and for the manager and the second agent i spoke to did not know how to handle the call at all he seemed very confused on why i was calling back after i explained times absolutely horrendous customer service and im not even a customer,Bad
50,very bad customer service agents do not understand anything when you talk to them do not go with this provider i have had nothing but trouble and it never gets resolved due to a lack of understanding by the agents,Bad
51,broadband goes down too often first virgin advisor told me they were making it intermittent as i had used too much it is unlimited i am fed up having to check cables and reboot now saying it is down in the area again if you are looking for reliable broadband dont choose virgin good service when it works but when it doesnt the customer service advisors just transfer you to different department when they dont know what to do no explanation why it keeps going down for hours at a time,Bad
52,absolutely diabolical at the start of march i asked bt for internet and a phone line its now june th and after unknown unexplained cancellations i told them to just cancel everything the best thing is months for me of nothing but within hours theyd sent me a returns pack seems like they just wanted to get rid of me the way they have treated me is appalling they never told me about any of the cancellations and ive lost days as well as my son were both disabled and they just dont care i wouldnt trust them as far as i could throw them,Bad
53,just awful dreadful company cancelled my contact and months of chasing they still owe me money customer services dont the question and im sent round in circles im not leaving it as i think its disgusting they are putting off refunding what i am owed i would never have anything to do with virgin reply you sent is a waste of time ive tried different ways to context and no staff are well trained enough to sort it,Bad
54,i have a mobile provided by my employer with an ee sim coverage is terrible i found i had almost no signal anywhere in shropshire even when in town i live in a market town in wiltshire and again lucky to get bars anywhere in the county outside of swindon everything everywhere more like practically nothing anywhere,Bad
55,dreadful awful you ask questions and do not allow time to find an answer i still do not know the answer to my question which was why are you disconnecting my internet connection,Bad
56,waiting since october to get broadband installed here we are months later and about phone calls later still not installed was meant to get an update from vodafone at noon today yet another failure from vodafone between vodafone and city fibre they are both not worthy of star,Bad
57,since day one there has been issues you failed to update your direct debit details eventhough i provided these details to your team on separate occasions then followed issues with static ip wasting my time disrupting my business and causing an unstable connection when static ip was removed i was getting around mb on average on a mb connection at times at peak times i was getting about mb and sometimes even as low as mb or faults raised customer service wouldnt compensate me for the issues you have caused to my business until the fault was resolved i thought the fault was finally resolved and so i chose to upgrade to a better haha connection with mb down to this day i have heard every excuse in the book from your team and they even said my laptop was at fault the issues have been an ongoing saga longer than star wars and lord of the rings having issue after issue i spoke to david levy who promised a callback in h days later and still not able to speak to a manager today alone i was on the phone with your team for almost hours most of that time i was on hold only when i got through did they say to put a pin in the back of the router to factory reset it to receive the firmware update the firmware update did not work so i am now in the queue to have this update forced on the router they also forced me to use the static ip option as this was the quickest way to get this resolved so what about all the other customers who dont have static ip and need the update well you have to get an engineer booked in to come to your property and sort it i of had port forwarding or custom setup on the router it would have wiped all that out and i would have had to redo it all wasting even more time you need to have a better way of pushing out firmware updates if not look into i feel like virgin media business is being run by a bunch of clowns youve not been able to fix this fault within months and i would not recommend you to anyone after this shocking and unacceptable experience we are at present paying double what we were for the mb package and we are getting no more than mb highest on wifi when at a relatives on virgin media residential using the super hub on wireless i get about mb down no has caused great disruption to my business and instead of helping its been the worst experience with an internet service provider i have ever had,Bad
58,the number worst service company in the had a contract with them for months and every few months they increased the charges by just like that when i called customer service they say they we dont know why is that but here is the may think its a one time but no it happened every few months until i asked to cancel the contract which they took the plenty fee of away from virgin media they are thieves,Bad
59,i would not recommend o to anyone and certainly not for anyone looking for multiple family phones or wanting a phone for someone with disabilities they have absolutely no idea on how to treat people with disabilities with terrible customer servicethe online myo is just as useless wish i had stayed with and will certainly be looking for a new provider as soon as i can,Bad
60,made a mistake and wouldnt correct it couldnt speak to a manager to resolve the situation very unhelpful and rude wouldnt recommend,Bad
61,stupidly thought we had a better deal on infinity than sky fibre so decided to switch got a date of as switchover date and an engineer between and so all good or so we thought came and i decided to have an online chat along the lines of why i had no broadband and no engineer in the time allocated advisors didnt seem to know then a little message appeared of may i call you now which immediately made me realise all was not well apparently there was an issue with the systems that the order i placed weeks prior hadnt been processed properly despite getting the bt sport ok and the router delivered might be next wednesday when you get wifi switched on but just go and buy a dongle and well pay you back was the message i expressed my disgust at the lack of communication and inept service but thought i would give them a chance to redeem enough this morning at am an engineer bangs on the door no comms to say they were coming of course changed a worn out corroded part outside and points inside and said it was just a case of waiting for the cabinet to be flicked our surprise then when at we got an email saying sorry to see you go youve cancelled your subscription with another call this time minutes of nobody knowing what had happened when finally they called to discover it was them who had cancelled the entire order phone bt sport sim deal and infinity the lot the story goes that we couldnt have fibre broadband at our property but they could offer standard broadband only i pointed out that i was on sky fibre unlimited and to what part of her brain that seemed like a good consumer deal only for some more umm err hmm to go on i declined the offer and immediately got on to sky to reinstate my service the advisor of course professionally chuckling at their competitors to see tomorrow if these fools can actually do something right and complete the cancellation with no aggro the hub will be getting launched back to them asap and i will never again be so foolish to even consider any offers from this poor excuse for a business ever again if this helps you make up your mind of switching i hope you choose wisely and stay well away from them it will save you much time and getting wound up because this lot simply dont seem bothered,Bad
62,shocking customer service and product design i get phone broadband and tv from them a week after i purchased a mobile phone it was smashed unlike better providers bt dont repair mobiles and could offer me no alternative solution except a suggestion to claim on my home insurance dont be fooled by the bt name youre much better off going with a proper mobile company like vodafone or o,Bad
63,this is the worst company i have ever had to deal locked me into a dongle contact it never worked properly and when i asked to cancel they refused saying i needed to pay to terminate then when my my contract ended they tricked me into another yrs of payments for something i have never used,Bad
64,this company does not even deserve stari closed my account with vodafone in june or july moved to bt for a better service and had a great credit score for years until a couple of months ago when it plummeted in november from perfect to about ive never missed a payment on anything to for some reason have decided to report to all my credit agencies that ive missed payments to them since november despite me closing my account in ive spoken repeatedly to about of their useless staff about this issue over the last months and all ive had are false promises to fix the issue endless reference numbers and the complete runaround the last staff i spoke to told me that vodafone actually owe me money which they again promised but i have yet to see hit my bank account despite numerous confirmation erroneous reporting of missed payments to credit reference agencies is now impacting my ability to been promised that ill get a phone call this week to resolve the issue after they tried again yesterday but didnt get through funny they didnt leave a voicemail if this is the case all i ever get is nonsense from indian call centre staff even if i do get to speak to someone its not about to get legal with this issue and seek compensation it is disgusting and frankly criminal that a company of this size albeit with a deservedly poor reputation can have such a detrimental impact on someones life when they are no longer a customer and dont even owe any directorship all deserve a dog poo in the post which will be forthcoming followed by legal these useless scumbags at all costs they should be put out of expecting that theyll follow up this review with a generic comment please get in touch by sending your details on twitter or on our facebook page here social customer service with a if im lucky ill get contacted on the phone by someone who speaks barely any english,Bad
65,a couple of months ago i was in the process of leaving talk talk when they convinced me to go with a new contract of a singing and dancing broadband package fast fibre using eero all set up by outreach engineers months in no internet am straight out of hospital no internet no tv bored put of my mind to be told it could be up to days for initial contact so angry frustrated and upset i know there is life without tv but am currently housebound on crutches and there us no plan for when rhe sees patter is a believe everything you are told they lie,Bad
66,do not use virgin for anything takes months for them to stop overcharging me even though they assure you it will be sorted within hours staff are clueless and rude when wifi is down they cant even be bothered to help and tell you that you have to wait for over a week to get it fixed i also asked for all recorded calls for months and they still havent complied honestly the worst providers out there and i will be defo cancelling and taking them to court,Bad
67,i am moving into a house with a bt customer that is in contract so i needed to cancel my contract however i am now being charged with a early termination fee i would of taken it with me if there wasnt already bt there this is unbelievable who has that kind of money when they are moving house,Bad
68,never again been with vodafone for years upgraded phone a few months ago taken insurance from vodafone and weeks ago dropped phone and smashed the screen send phone off to insurance who told me they do not repair iphones so they would send me a new one within days almost weeks passed and i heard nothing so contacted them and they said they would send me a phone out and i would receive it the following day the phone was being delivered to my sisters address when the delivery driver arrived my new iphone was in a swap bag and the driver told my sister he could not leave the phone unless he was given my old phone and consequently i got in touch with vodafone insurance who apologised and said it would not happen again and that they would be ordering me another phone to be delivered the following day the driver turned up the phone was in a swap bag so he could not leave it unless he picked up my old phone i then got back in touch with the insurance company and vodafone directly they assured me that a new phone would be delivered on tuesday november between and the delivery driver did not turn up so this morning i called the delivery company and enquired as to where my iphone was only to be told that vodafone had contacted them yesterday and requested that the phone be sent back to vodafone i then contacted vodafone after spending over half an hour on hold i am still none the wiser are and waiting for vodafone to contact me to tell me what is going on in the meantime i went on my vodafone app only to find out that ive been charged for mobile broadband that i cancelled over two years ago i have never come across such incompetence in my life been with vodafone since having my firs mobile when they were the best with outstanding customer service however unfortunately this is no longer the case i am now going to try and get out of this contract without having to pay the plus they are asking for bloody cheek,Bad
69,on the st of october i phoned vodafone to cancel of my contracts due to awful and utter dreadful service i have received over the last days i was told on the st of october they will be cancelled today and the balance will be added to my next bill my next bill comes through im charged once again for the two contracts i cancelled and once again vodafone have not done there job and lied to me once again must of been the th th time in the last month the service is terrible i then phoned pm and spoke to rude guy called md ad and he refused to help didnt listen to anything i said and outright refused to put me onto a manager once again you have been shocking i will not be paying you a penny ever again and ill be taking you to court over everything you have done in the last days youve outright lied to me over and over along with miss selling and misleading me unless you give me reasonable compensation and not a measly i will be seeing you in to let every know what vodafone have done in the last days told me a phone would be with me in week it took weeks cancelled an order when i didnt cancel the order when i spoke to them they told me it was a mistake and the order wasnt cancelled an adviser told me the phone will be with me the next day next day a rude adviser told me the order was cancelled and that the phone was not coming and i need to make a new order was told someone will phone me in hours this didnt happen,Bad
70,i initiated a service request for virgin broadband in july for a new build property due to the inability to progress this request on and the inability to speak to a human being in the organisation i have had to cancel the request in october woeful service im afraid cant comment on the product as never got to try it out,Bad
71,have ordered several times from bt shop with no issues fast delivery etc i then ordered two products that i had previously bought from bt shop and still nearly two weeks later and still no items contacted bt and apparently they couldnt help so ive paid for items and cant get anyone to help me get a refund or get my items delivered,Bad
72,people the whole world dont be fooled by this company to come out of a contract is the most difficult situation you will find yourself i tried to move my son to pay as you go the company sent a sim card in st march and i topped it up i have proof called today july and guess what there are still charging me for a contract that is not even valid trying to get money from me i will write to everyone who owns this company or get a lawyer and let see be warned,Bad
73,avoid at all costs was cut off for tv internet or for compensation after making calls was told i was being by a customer service agent telling someone they are greedy ask another time to speak to a manager told no,Bad
74,vodafone offer the worst customer service ever they failed to port my number on occasions each time it failed i eventually cancelled my account since then i have received monthly texts and emails about the account that is closed the irony is that the texts go to the number they failed to port they even sent me a letter threatening a debt collection agency at the moment i have a complaint with the ombudsman communications against vodafone,Bad
75,beware the final changed broadband supplier from transfer date coincides with the start of the next billing they are only providing a service on one day the day the switch happens they are billing me for the entire following month i tried getting an explanation for this from their customer services for an hour was transferred four times and they wouldnt say anything except that that was the final bill i wont be considering them when my next contract expires,Bad
