,CleanedText,Type
15,bt broadband and bt disgusting service years of bt loyalty lost in seconds by a elaine senior colleague in executive complaints i was made to apologise of bring the complaint to bti am so sorry embarrassed and feel insulted i am sorry that i have to bring the complaint to your attention and now i feel i should not have done so the service is so slow that i am back in the s open reach have rung us asking for the sort code and account number to which i have not given i have spoke to elaine today only words i heard is so sorry and please dont feel embarrassed having said that this was a very abrupt arrogant and dont give a damn observational impression i have come across then i was told you will get goodwill i challenged back in saying that no way in hell i will get goodwill from bt i asked this response to be put in the notes to g n elaine informed me that this is rude and she will not put in the email to g let me clarify no way in hell is not derogatory or a rude comment and please let me known in which part of the english dictionary and vocabulary this is classified as rude i am so sorry that i have lost all hope in getting this resolved to a satisfactory conclusion bt do not have a duty of care and goodwill of customers question elaine at no point envisaged to check that we have been bt customers since that is years to date it only take bt to disconnect within seconds and now its been week no head way made i am out of pocket by the slow intranet speeds that we are incurring extra charges on mobile data this is absolutely deplorable disgusting service and at no point that any of your colleagues have shown any duty of are you treating us like this i have the right to know as i have not received the service i pay for every life matters,Bad
16,absolutely customer service set up a direct debit which they set up for wrong date rang up received abuse on all occasions and was advised to cancel the direct debit did so asked what if an amount needed to be paid because of this they stated cut off and told that nothing can be done do not use unless you want to spend your weekends arguing with off shore call centres and being given bad advise,Bad
17,the operative was very polite understanding and as helpful as possible and spoke to their manager to try and resolve my issue but to no avail i was on line for one and a half hours but talktalk cannot solve my problem which is not being able to access my emails using google chrome as i receive a message from messaging blocking my access i have seen online chats with talktalk dating back to regarding this issue but still not resolved yrs is a long time and still no answer to the problem,Bad
18,wish id read the reviews before ordering terrible service changed installation date left my year old parents without phone internet and tv for weeks caused so much distressed for elderly parents every time we rang customers services they could not hear us and when we finally spoke to someone they kept passing us onto a different agent bad service would not recommend as no resolution,Bad
19,i really regret signing up with virgin media the house i bought already had the connection so i thought it would be the easiest solution terrible error they over charged me which has taken more than six calls and online chats and serveral hours to resolve then after about three weeks my high speed service is hardly usable cuts out during video calls and slow the rest of the time which varies throughout the day the customer support had been appalling making promises which are not kept i have heard messages along the lines of check your contract it says we dont have to provide the full speed you have paid for and constantly told to factory reset my router which makes no difference they use bots and automation to try and keep you as far away from a human as possible im stuck in a contract i cant get out of dont make the same mistake as me,Bad
20,time internet provider have better customer service then these not only have the worst customer service but there customer service is very rude when i first started service the modem delivery got delayed by weeks they even promised someone would hand deliver it to my house but it took two full weeks they blatantly lied to me canceling with them at the end when i left the uk was also terrible at first they said they couldnt close my account and wanted to send me a letter in the mail after i left the country verify my identity finally i got transferred to someone that let me my password and got authenticated worst process i wanted to send back my modem but they wont even give me an address to send it back too they told me to google search the address to send the modem back promise a box days after disconnection after that point im no longer here trying to argue that simple fact alone was unbelievable if i come back to the uk never again am i going to get virgin media,Bad
21,i cant believe it but i wrote a review over a week after talk talk cancelled our broadband order for our house move and then couldnt honour the original service set date so we created a new order at a later date well what do you know talk talk emailed us today cancelling our order again no one can explain why and the customer service have no authority to do anything to rectify the situation we are now in limbo waiting for a manager to call us back meanwhile our original order was to have service set up this coming monday which talk talk are now saying they cannot honour yet again its talk talks mistake so they need to fix it what a shambles of a service we have reached out to talktalk customer service and no one can explain or sort the issue whatever it is as a result youve lost our business,Bad
22,very disappointed with contract they will raise the money between the contract and you cant cancel without penalty charges when i talk with customer service very rude please be aware of terms and conditions before you take the contract,Bad
23,loyal customer for over years and now moving house to an area that virgin media doesnt cover wanted to take my services with me but sadly cannot they want me to pay the rest of my contract out and said they are sure they will be installing in my new area housing estate has been there for over years very much doubt theyll be doing anything soon so disappointed as i love vm but this just stinks and im sure im not the only one,Bad
24,polite guy who was just doing his job so this is nothing personal however i felt aggravated and agitated by the constant phone calls the fact that i couldnt grasp what exactly i was being offered in a clear concise manner i am a busy retailer with not a lot of time to devote to one phone call and yet despite saying this on many occasions to the operative it was like talking to a brick wall it was a thoroughly unpleasant slow experience including on one occasion where i actually put the phone down on the gent because the conversation was raising my blood pressure so much,Bad
25,we have not noticed a significant increase in our internet speed and our internet continues to drop out frequently,Bad
26,the connection is extremely unstable it always disconnect and reconnects,Bad
27,i left due to their pure incompetence whatever you discuss with an advisor will not happen you will need to discuss it a further times often arguing to get it done when i left this happened again and my account was accidentally put into debt i raised a complaint in march my debt was finally cleared in june but im yet to hear a resolution from the complaints team despite chasing weekend call centre seems to have absolutely no idea what is going on,Bad
28,dont bother with this network i was a customer for about years i brought a refurbished phone through them and started a fresh with a new number however imessage wouldnt work on the phone followed the instructions the agent sent me and they also advised i brought a new sim i spent about a week going between gaff and apple to try and resolve the issue both parties blamed the other while i lost contact through work due to the issue now obviously imessage isnt problem which they kept saying however after speaking to apple about the issue numerous times they assured me the issue was with the number after ordering a new sim card that didnt arrive i decided out of frustration to cancel the line and send the phone back and start all over again with another network now gaff are great when everything is smooth but their customer service system and general attitude to when complications arise are a disgrace apple were actually very helpful and did all they could to resolve the issue my advice is to avoid gaff as this is a big detractor having your fingers crossed that its a smooth journey because any bumps in the road and its game over for your time and stress avoid at all cost,Bad
29,rubbish where do they train these them fit a line into my company address and what a mess also wanted the cables tidied up in my home and they just put a new bix in and left the wires where they were you want a job doing well do it yourself and dont get open reach in to do it,Bad
30,would rate you no stars if possible ive been trying since february to remove movies and sports from my package hours on the phone text chat and four letters to no success youve written back to me admitting whoops we got something wrong yet offered no resolution simply useless,Bad
31,blocking all my websites even though i turned off all the other modes cant even access gaming servers and play games just useless dont even try this broadband and their customer service sucks,Bad
32,problems since day requested a wifi booster after a test said it was in post but never arrived all staff un call centre are asian and cant understand anything get passed from department to another stay with sky,Bad
33,i was told the sim would come preloaded and activated ready to used with the bundle id paid for it wasnt i had to spend half an hour and phone calls messing around to get it sorted the phone service itself will be better,Bad
34,last year just days before the very first lockdown i moved to vodafone i had problems right away i needed some code so i rang vodafone and nobody was answering the phones because off so i let it someones going to call me it never happened then i realised i was being charged quid a month so i stopped the direct debit thinking now theyll contact never did but they did send a dept collections agency after mei paid the outstanding amount to keep my credit rating good and contacted vodafone this time i got an answer they said they would correct it and apologised for my very bad experience and said theyd remove my what it never would strongly advise anyone thinking of moving to vodafone not too i have been treated appallingly im out of pocket nearly odd quid for i sim that was never activated and now have a mark on my credit rating stay away,Bad
35,they disconnected my business line and after hours of continuous complains they told its a problems of billing department and those people from billing department cancelled my line even after getting every single penny of their bills the thing is that its not ended here they make my line working again but after one month of waiting still the handset doesnt show number in display and to resolve this i have contacted them more then times and they are just bullying with me by transferring my call to different departments after referring my case to engineer twice nobody turned up i hate this service providers,Bad
36,so my bt internet doesnt work my download speed is fine according to bt but my upload speed is nearly zero unfortunately an internet connection will not work without any upload speed bt say they wont even try to fix this fault as they dont guarantee the upload speed only the download speed despite the fact they admit this means i cannot use my internet connection at all a tech support guy even had the nerve to tell me to upgrade to business broadband as still does guarantee an upload speed and they would fix the fault paying a month clearly isnt enough i spent hours on the phone ive been hung up on multiple times even after waiting over an hour to get through in one case i have spoken to people and havent been helped by any of them i literally will have to business broadband for them to fix my fault or go elsewhere to get this resolved they even promised to call me regarding my complaint between pm guess what instead they purposely missed called me at pm they rung my land line with ring and then my mobile twice in quick succession ring each so they didnt even try to get hold of me they just miss called me so they can claim they tried to ring me i was holding my mobile on the nd call and still didnt have enough time to answer it ive now been told that because i missed their call it will be put back days,Bad
37,absolutely disgusting treatment after my father had passed away wouldnt speak to my mom still insisting on talking to account holder even though he had passed not listening all she wanted to do was have her name on the contract opened up a complaint then next thing no internet had been disconnected i called to confirm this with bereavement team then set her up online however the number she had received for many years has now been lost was spoken over cut into and put on hold in the middle of talking to them no respect for those in grieving cancelled the new package straight away took our custom elsewhere never have been treated that way by a internet provider in my life,Bad
38,i started a contract back in it was a month discounted by for the first six months for the fastest broadband and top tv package and phone this crept up during contract until it hit i rang vm and got the package scaled back slower broadband and smaller tv package it went down to around with a loyalty prices started racking up and approached again i rang vm and scrapped the tv completely and went to the lowest broadband price came down again but again started its rise back to at this point i had had enough and rang to cancel forget switching to another provider or emailing them you cant you have to ring which was the worst customer service experience of my life minutes on hold listening to ed sheeran only to be transferred to another department and another wait of minutes all to an indian call centre then transferred to another department another minute wait then they put the phone down this lasted for days and is entirely a deliberate corporate strategy before i managed to escape them this is before we even start on the rubbish wifi coverage if you are sat by the router its ok otherwise and the rubbish tv offerings at first the xl tv package offered me loads of decent box sets in drama scifi kids etc gradually this declined until they were offering me the box set dine with me and trash like that i dont care what they offer i wouldnt touch them again with a barge pole,Bad
39,i have purchased two pay as you go sims for my parents who are visiting and have been unable to register them and am only able to top one up after spending minutes on the phone they told me that they are unable to top up the card and cannot help me further very frustrating process considering i am asking for a simple activation that would be prepaid,Bad
40,shocking bad customers service i ve tried to cancel my contract over their chat i had to chat with different people over days to raise my cancellation notice never thought its so hard to get it done also they have lied to me and trying me to not cancel my contract by using excuses system is not working or you wont be able to keep your number if you cancel now what a pile of lies it put me right off never gonna be back to vodafone,Bad
41,absolutely shocking service dont trust a word they say had to install it my self because the engineer couldnt do it after leaving a mess in my house wifi only works with devices connected the add extra charges to your bill customer service put the phone down on you all the time,Bad
42,what can i say has to be the worst broadband provider on the planet after months of possibly the worst internet connection they swapped me to a business account said i would be able to connect all around my house it was worst than the residential one the problem is they never sort the issue out it keeps dropping out all the time they send an engineer round who spends mins in the property and it just happens to work so we are in the wrong always and you just go round in a circle till you lose the will to live ive spent hours on the phone taking to these awful people ive tried to cancel and now i have to pay to get out of a contract they extended because they changed me to a business broadband band absolute con men stay away dont use avoid at all costs,Bad
43,after supplying pac codes i was assured we would be up running in no time hours later i have no ability to make or receive calls for business friends or family needing to contact me i have been offered a months refund but this does not compensate for my loss of business or connection with possible emergencies needing use of a phone,Bad
44,usual going around in circles that i have experienced for over years with still it continues,Bad
45,i went on line and advised a change of address ok so far if it talk added a service for after i move that i dont need dont want wont use and whats more they will charge i spent an hour on their chat line arguing that they should not put the charge on what do they cant help you youll have to drop everything in the midst of a house move to cancel the charge that your trying to cancel this crazy or what,Bad
46,worst customer servicei stuck in india cause of lockdown wrote from india many mails stop to recharge from my account my was sim was blocked for months but they continued recharge sim after days working now complained lot of times and wrote emails etc,Bad
47,i have left posting my review for a couple of days to get my temper and blood pressure back to some normality after the treatment i received in the ee phone shop if there was any other mobile phone network company in my area i would use them but unfortunately ee is the only one that works where we live these shops are run by kids who have no idea about how to treat a customer i wasnt impressed the first time i went into the ee store to get mobile from them a couple of years ago i thought the person dealing with me at that time was having a bad day but having to go back to the ee store a couple of time having a problem with my phone the reception and treatment was the same total rubbish the kid who dealt with me at that time just didnt want to be bothered and he didnt know how to solve the problem with my phone i left the shop he went back to sit with the other three nattering and tatting on their phones and i ended up watching youtube videos and solving the problem myself the next time i visited the ee store i was due for an upgrade and dreaded going into the shop because i knew exactly what treatment i would receive and yes it was exactly as i suspected the same standing in the shop waiting to be served and all four or five of them sitting nattering and tatting on their phones and couldnt give a toss that customers were waiting so i approached one of them and asked would he help me with a new phone he was very reluctantly to leave his seat and get to his feet we had not much eye contact through the conversation no explanation of a new plug would be needed and i would need to used my sim card from my old phone and the app that was needed to transfer data between the two phones hadnt been done properly which i had to do myself i think all ee shops are the same where ever you go holidaying in sidmouth again a problem with my phone i went into the ee shop again another kid saying yeah what do you want i explained he took the phone off me fixed it then shouted out whos next there was no communication as to its ok now is there anything else i can help you with just nip back in if it happens again absolutely nothing rubbish manners the majority of my life i have delt with the public in my younger years i managed shops in my mature years i became a nurse its always been important to me how you treat people ok you do get the rude ones but theres ways to handle this ive always strived to be professional and polite giving helpful informative information to get the best for them to be happy with a purchase or treatment ee fails hands down on all of these they dont provide any of this at all id love to meet the person who owns ee ive got a visions in my head its a kid in short trousers with a catapult in one hand and a bag of tadpoles in the other a kid with no idea how to run a company or is he a man that doesnt give a toss or bothered as long as the money is coming in but one day people will have enough of this treatment and go elsewhere but something really needs to be done when people take out contract and buy the phones they deserve better treatment looking at the amount of bad reviews thats on trustpilot it speaks for itself how dissatisfied people are with the company i will say when i have phoned the number to voice my anger or to get help or advice the people on the other end of the phone have been so professional and polite and very very helpful they get the brunt of it because the staff in the shops are rubbish so the one star is for them not the shops or service its pity we cant have them working in the shop instead of the telephone in all first impressions count seeing staff sitting with there feet up laughing and playing about and not serving when people are waiting is bad management please get someone in your shops and sort these kids out teach them how to give good customer service and manners and politeness cost nothing it goes a long posting my review on trustpilot ee have seen it and replied apologising and asked for me to contact the team i already have i did it on the day phoning the number voicing my anger of the treatment i had received so they no about it i dont do facebook or twitter ee have my phone number plus email address if they wish to talk im available,Bad
48,hi team i had a very very bad experience with virgin media customer service its a worst ever service provider to start with every time i need to speak to customer care i had to wait for about hours on call after that when i had to disconnect there services i had to sent that equipment myself and for just month early disconnection they charged me penalty,Bad
49,been with them for about years although this nearly ended due to unbelievable incompetence and stupidity last year i wrote another response then but the thing that still gets to me was when i was debating my point to two different customer service staff they suddenly shouted i cant hear you sir you need to cant hear you bars on my signal line then i heard did it days ago i had a problem being locked out i phoned their helpline keyed in my number as requested we are do not recognise your number send me a bill on it every had to go miles to vodafone shop in shopping no number so gave him account my number but wouldnt deal with my problem as account in my wifes name this was changed over a year ago to include mine so happy to say got home and closed the account by far the worst company i have ever dealt with goodbye and good riddance i am now with o,Bad
50,i was wrongly overcharged twice on new contract awaiting new equipment for over x phone calls later with the three different calls being passed to x different customer service personnel only to be cut off called for the th time still not pilot need to consider making the rating system go down to minus stars for to to accurately grade virgin media customer services being the true correct score if possible they truly are absolutely shocking,Bad
51,virgin never ever process what they agree as the monthly amounts payable i have recently agreed a new month contract again what i was told as to what my forthcoming monthly amounts would be virgin still dont process what was agreed it is every contract everytime,Bad
52,customer service is rude unhelpful and incompetent on live chat even the managers such as shailendra were awful if they are a manager im not im a bit shocked as chose ee because i thought i was getting the best coverage it isnt and that the customer service would be good disappointed in both,Bad
53,the service is so bad i dont get good signal anywhere customer service is bad its hard to find answers without calling so its bad for people with anxiety my phone keeps having several issues functions stop working all the time i have the iphone xr was the cheapest monthly payment i could find but when you get no signal and a bad phone its not worth the price,Bad
54,unstable network speeds vary widely from hour to hour day to day landline service was down multiple times absolutely horrible customer service bordering on offensive,Bad
55,i was with ee previously orange for twelve years both on contact and payg for different devices and i am so glad to have finally changed while the reception and coverage was okay in london but was pathetic when i moved to the countryside the customer service is appalling and there are far too many technical issues some of the problems i encountered while on payg included all credit disappearing from my account immediately after topping up this was only reinstated after contacting customer service on one occasion the phone system only permits up to three bank cards to be used not helpful when cards expire this is not explained on their top up system it just says the payment has failed if you attempt to use another card and it costs money to be put through to an adviser this is obviously unsuitable if you have no credit the online system for topping up consistently denied the existence of my phone number so i could not use it the g on my phone not working at all for over a year ie until i got a new phone which nobody could fix finally and the worst in my opinion when i cancelled a contract for a mobile wifi device i cancelled the direct debit too they failed to process the cancellation and continue to demand payment unknown to be since i had moved house and wasnt receiving the mail by the time i discovered the problem they were demanding several months of payment despite the fact that i had not used the device at all i went into a store to resolve the issue and begrudgingly paid the bill as they were threatening me with prosecution while in store i confirmed with staff that my account was settled so was furious when they continued to demand one more payment ultimately the bill was passed onto debt collectors which scared me as i was at the time and concerned that this would ruin my credit score overall i had a horrible experience with ee and would never go back i am now with which is cheaper has better network coverage and far superior customer service,Bad
56,never in my life have i been treated this bad by a company rude arrogant and and told different things by different my mobile phone asked them will it affect my vodafone broadband was told no and in fact ive had my broadband services limited they didnt tell me that a bill of over will just go out of my account just before i found out before they took it and cancelled the direct debit and pay over the phone for my broadband but thats not good enough apparently and need to set up a direct debit up of a month to pay off some charges etc outrageous cannot wait to change broadband company,Bad
57,bt have been unable to sort out a simple broadband issue the customer service has got worse since it has been in the uk i dont believe it either they are to provide the service agreed and are therfore in breech of their own contract i have spent many hours on the phone to them in the last weeks and still no resolution avoid,Bad
58,total disaster still cant use my phone after days they dont know whats gone wrong today friday th december it now days without a phone every time i go there they say it will be on in hours wish i stayed with vodafone,Bad
59,phone calls and a number of texts not very good experience,Bad
60,thanks for the great review,Bad
61,appalling discrimination against my blind father who is being charged for exceeding a limit he asked ee to a very long story which ee have not resolved but the key admit they didnt offer the help as outlined in their policies for the admit they said they could cap calls over limit but didnt have this said twice in trying to resolve this that they sent a text to warn my dad but as he didnt see due to his disability it their charges no appreciation of the ridiculousness of that admit fault and offered off the extra charges a fairer response would surely to have been to offer the calls at the original tariff the calls themselves are not in dispute my issue is as much that no one ive spoken to at ee can see the issue with regards to the fact this is a clearly discrimination with elements tantamount to fraud and obviously utter incompetence thrown in despite my outlining the full situation their customer service dont see anything wrong with their behaviour im left with no choice but to go to the ombudsman and now see no reason why other customers should not be warned of their appalling insensitive and clearly discriminatory treatment of those disabled blind,Bad
62,i cannot give zero stars but this is the best i can got charged for service i have not live chat i was asked to wait until someone took their minute i did for them to auto response me and not answer any further questions and cut me off not start,Bad
63,they have charged me line rental every month after i paid a year upfront spent hours on the phone and have been lied to lots of times gets really frustrating then just after speaking to their indian call centre i receive a call from fraudsters with a similar accent claiming to be from bt trying to put malicious software on my pc i informed bt about this the first time it happened but months later it happened again they think its a coincidence but i had a new line and for this to happen twice just after calling them is highly suspicious looking at their forum im not the only person this has happened to,Bad
64,topped up to purchase the big bundle on the th sitting on the toilet my phone stopped my music tells me i have no data vodafone wont do anything for me i wasnt sure if the was added but this proves it wasnt no idea how you can buy a big bundle as its not straight forward i think im computer and mobile phone savvy just going straight to ofcom and file a complaint,Bad
65,i have been without for three days now and customer service dont appear too concerned about the it is nothing to do with the storm as the preamble on the suggests,Bad
66,what a joke of a company been trying to port number over for days still they havent managed to do a simple thing call customer service everyday get told same thing everytime it been escalated,Bad
67,worst service ever bad customer service constantly referred to another agent and each problem even if it is a clarification takes over an hour to resolve,Bad
68,what a bunch of bought brand new fone insured it it got damaged after about week then vodafone insurance send me replacement old used fone and not even the same colour my fone was black and they send me old used pink fone never again i dont want anything to do with vodafone,Bad
69,changed from bt to ee as the latter were much cheaper but as they say you get what you pay for download speeds much much slower not being up on these things cant understand why as it is all coming down the same telephone line many phones calls to india could not resolve the issue i would guess that on average they were slower than bt eventually ee agreed to cancel the contract after months without penalty no surprise i guess that they charged me a early cancellation fee having said they would not again several phones calls later they have apologised and promised that they would return the amount by today to my bank account needless to say they have an absolute shambles the people you speak to are very nice and they seem frustrated at the nonsense going at all costs i have had my mobile with ee for many years and have found them excellent but no idea why the broadband company is so poor,Bad
70,agreed a deal with the agent on my renewal then when i come to set up the renewal the next agent informs me that its not available do talk talk actually care about what their agents promise do they actually care about customer retention seems customer services still no further deal offered will not carry forward,Bad
71,we bt broadband more than a month ago first appointment was booked two weeks from the day we placed the order they werent able to connect the wifi and neither after two other visits they assembled landline and made a whole to our wall without asking any our landlord very happy thank you and still no wifi they arranged us to get a call within hours to book a new appointment and the customer service advisor promised to also calls us to check that they have contacted us there was no calls zero neither of them called to us they do not seem to care about their customers after they place their orders and now we are supposed to pay for the next appointment wouldnt recommend bt for anyone after contacting them million times within a month there is still no solution to this worst experience that we have ever had avoid this company,Bad
72,wifi is good but if anything goes wrong customer team are rubbish,Bad
73,price increase i rang bt i only have my broad band with them i will be now paying nearly per month just for broad band and im currently locked into a year contract bt offered to lower my bill but would need to sign a further years but only lowered to per month and obviously again it would confirmed this was inflation more like the boards and dividends to contract runs out july will definitely be moving back to customer services also confirmed all other companies have a years contract actually sky does not so that is a complete asked why the contract period was years its not like a mobile where you are paying off the hand set she said all companies have year they do would give them zero stars if i when i transferred over to them they did not transfer over my telephone number not that i use it its just i remember it if i have to fill in forms and had the same number for the last years well done bt cant even port over a number even though i told them to also they took ages to do transfer me over which left me with no broadband for a while cannot wait until my contract is overdo not go with bt they have a year contract above inflation increases no one else does their board need good bonuses whilst everyone else is suffering,Bad
74,minus thats my rating for this appalling company after checking out mse site i decided to try to save money and give this company a trial they took my money and didnt change over my number from the previous network provider tesco despite me giving them all the info and several days to complete this when i called to find out why it hadnt gone through x ive had the runaround been hung up on while waiting to speak to a supervisor and kept waiting on the line for minutes and now asked them to cancel the change over and gone back to at least i have great customer service with them,Bad
